 	Lysis Plate Batch	dNTP.batch	oligodT.order.no	plate.type	preparation.site	date.prepared	date.sorted	tissue	subtissue	mouse.id	FACS.selection	nozzle.size	FACS.instument	Experiment ID 	Columns sorted	Double check	Plate	Location 	Comments
MAA000166	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Marrow	T-cells	30_3_M	Sytox-CD2+CD90mid/hi?	100	Sony Clark	exp4				MACA3_1	
MAA000167	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Marrow	Granulocytes	30_3_M	Sytox-Lin-Gr1hiMac1+	100	Sony Clark	exp4				MACA2_14	
MAA000168	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Marrow	Granulocytes	30_3_M	Sytox-Lin-Gr1hiMac1+	100	Sony Clark	exp4			2	MACA3_3	
MAA000169	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Marrow	Granulocytes	30_3_M	Sytox-Lin-Gr1loMac1+	100	Sony Clark	exp4			3	MACA3_3	
MAA000170	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Spleen	NA	30_3_M	PI -	100	Sony Clark	exp4				MACA3_1	
MAA000171	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Spleen	NA	30_3_M	PI -	100	Sony Clark	exp4				MACA3_1	
MAA000172	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Spleen	NA	30_3_M	PI -	100	Sony Clark	exp4				MACA3_1	
MAA000173	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Spleen	NA	30_3_M	PI -	100	Sony Clark	exp4				MACA3_1	
MAA000174	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Kidney	NA	30_3_M	PI -	100	Sony Clark	exp4				MACA3_1	
MAA000175	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Kidney	NA	30_3_M	PI -	100	Sony Clark	exp4				MACA3_1	
MAA000176	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Kidney	NA	30_3_M	PI -	100	Sony Clark	exp4				MACA3_1	
MAA000177	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Kidney	NA	30_3_M	PI -	100	Sony Clark	exp4			4	MACA3_3	
MAA000178	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Pancreas	Endocrine	30_3_M	Viable	100	Sony Clark	exp4				MACA3_2	
MAA000179	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Pancreas	Endocrine	30_3_M	Viable	100	Sony Clark	exp4				MACA3_5	
MAA000180	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170525	Marrow	T-cells	30_4_M	Sytox-CD2+CD90mid/hi?	100	Sony Clark	exp5				MACA4_4	
MAA000181	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170525	Marrow	T-cells	30_4_M	Sytox-CD2+CD90mid/hi?	100	Sony Clark	exp5				MACA3_14	
MAA000182	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170525	Marrow	B-cells	30_4_M	Sytox-Ter119-B220+IgM+/-	100	Sony Clark	exp5				MACA4_4	
MAA000183	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170525	Marrow	B-cells	30_4_M	Sytox-Ter119-B220+IgM+/-	100	Sony Clark	exp5				MACA4_1	
MAA000184	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170525	Marrow	Granulocytes	30_4_M	Sytox-Lin-Gr1hiMac1+	100	Sony Clark	exp5				MACA4_1	
MAA000185	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170525	Colon	Proximal	30_4_M	Multiple	100	Sony Clark	exp5				MACA4_1	
MAA000186	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170525	Colon	Proximal	30_4_M	Multiple	100	Sony Clark	exp5				MACA4_2	
MAA000187	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518													
MAA000188	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170525	Marrow	KLS	30_4_M	Sytox-Lin-Kit+Sca+	100	Sony Clark	exp5				MACA4_1	
MAA000189	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170525	Marrow	KLS	30_4_M	Sytox-Lin-Kit+Sca+	100	Sony Clark	exp5				MACA4_1	
MAA000190	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170525	Marrow	Granulocytes	30_4_M	Sytox-Lin-Gr1loMac1+	100	Sony Clark	exp5				MACA4_1	
MAA000191	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170526	Brain	Cerebellum	30_5_M	Neurons	130	SIM1	exp6				MACA3_11	
MAA000192	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170526	Brain	Cerebellum	30_5_M	Neurons	130	SIM1	exp6				MACA3_11	
MAA000193	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170526	Brain	Hippocampus	30_5_M	Neurons	130	SIM1	exp6			2	MACA3_10	
MAA000194	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170526	Brain	Hippocampus	30_5_M	Neurons	130	SIM1	exp6			1	MACA3_10	
MAA000195	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Pancreas	Endocrine	30_3_M	Viable	100	Sony Clark	exp4			3	MACA3_4	
MAA000196	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Pancreas	Exocrine	30_3_M	Viable	100	Sony Clark	exp4			4	MACA3_3	
MAA000197	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Colon	Proximal	30_3_M	Multiple	100	Sony Clark	exp4			1	MACA3_3	
MAA000198	NA	490668/373509	12236139	Biorad HSP3801 384	STN_biohub	170518	170524	Colon	Proximal	30_3_M	Multiple	100	Sony Clark	exp4			2	MACA3_4	
MAA000199	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Pancreas	endocrine	30_2_M	Viable	100	SIM1	exp3			1		
MAA000200	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Pancreas	exocrine	30_2_M	Viable	100	SIM1	exp3					
MAA000201	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Liver	NA	30_2_M	Viable	100	SIM1	exp3			1		
MAA000202	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Liver	NA	30_2_M	Viable	100	SIM1	exp3				MACA3_13	
MAA000203	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Brain	Hippocampus	30_2_M	Microglia	100	SIM1	exp3				MACA3_13	
MAA000204	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Brain	Striatum	30_2_M	Microglia	100	SIM1	exp3			1		
MAA000205	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Brain	Striatum	30_2_M	Neurons	130	SIM1	exp3					
MAA000206	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Brain	Cerebellum	30_2_M	Neurons	130	SIM1	exp3					
MAA000207	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Colon	Distal	30_2_M	Multiple	100	Sony Clark	exp3				MACA4_2	
MAA000208	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Marrow	KLS	30_2_M	Sytox-Lin-Kit+Sca+	100	Sony Clark	exp3				MACA4_2	
MAA000209	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Colon	Distal	30_2_M	Multiple	100	Sony Clark	exp3				MACA3_14	
MAA000210	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Marrow	KLS	30_2_M	Sytox-Lin-Kit+Sca+	100	Sony Clark	exp3				MACA4_2	
MAA000211	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Brain	Hippocampus	30_2_M	Neurons	130	SIM1	exp3					
MAA000212	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Brain	Hippocampus	30_2_M	Neurons	130	SIM1	exp3				MACA4_3	
MAA000213	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Brain	Striatum	30_2_M	Neurons	130	SIM1	exp3				MACA4_1	
MAA000214	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Brain	Cerebellum	30_2_M	Neurons	130	SIM1	exp3				MACA3_12	
MAA000215	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Heart	RV	30_3_M	Viable	100	SIM1	exp4				MACA3_3	
MAA000216	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Heart	Aorta	30_3_M	Viable	100	SIM1	exp4	1-15			MACA3_2	
MAA000217	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Heart	RA	30_3_M	Viable	100	SIM1	exp4				MACA3_4	
MAA000218	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Brain	Hippocampus	30_3_M	Microglia	100	SIM1	exp4	1-18			MACA3_4	
MAA000219	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Heart	LV	30_3_M	Viable	100	SIM1	exp4				MACA3_3	
MAA000220	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Heart	LA	30_3_M	Viable	100	SIM1	exp4				MACA3_4	
MAA000221	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Fat	GAT	30_3_M	Multiple	100	SIM1	exp4				MACA3_4	
MAA000222	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Fat	GAT	30_3_M	Multiple	100	SIM1	exp4				MACA3_4	
MAA000223	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Liver	NA	30_3_M	Viable	100	SIM1	exp4				MACA3_3	
MAA000224	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Liver	NA	30_3_M	Viable	100	SIM1	exp4				MACA3_3	
MAA000225	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Marrow	KLS	30_2_M	Sytox-Lin-Kit+Sca+	100	Sony Clark	exp3				MACA4_2	
MAA000226	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Marrow	T-cells	30_2_M	Sytox-CD2+CD90mid/hi?	100	Sony Clark	exp3			1		
MAA000227	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Marrow	T-cells	30_2_M	Sytox-CD2+CD90mid/hi?	100	Sony Clark	exp3				MACA4_2	
MAA000228	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Brain	Cortex	30_2_M	Neurons	130	SIM1	exp3					
MAA000229	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Marrow	T-cells	30_2_M	Sytox-CD2+CD90mid/hi?	100	Sony Clark	exp3				MACA4_2	
MAA000230	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Marrow	T-cells	30_2_M	Sytox-CD2+CD90mid/hi?	100	Sony Clark	exp3				MACA4_2	
MAA000231	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Marrow	Granulocytes	30_2_M	Sytox-Lin-Gr1hiMac1+	100	Sony Clark	exp3				MACA3_12	
MAA000232	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170523	Brain	Cortex	30_2_M	Neurons	130	SIM1	exp3				MACA3_12	
MAA000233	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Colon	Distal	30_3_M				exp4			3	MACA3_5	
MAA000234	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Colon	Distal	30_3_M				exp4			4	MACA3_5	
MAA000235	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Fat	SCAT	30_3_M	Multiple	100	SIM1	exp4				MACA3_3	
MAA000236	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Brain	Cerebellum	30_3_M	Microglia	100	SIM1	exp4				MACA3_4	
MAA000237	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Brain	Striatum	30_3_M	Microglia	100	SIM1	exp4	1-13			MACA3_5	
MAA000238	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170524	Brain	Cortex	30_3_M	Microglia	100	SIM1	exp4				MACA3_4	
MAA000239	NA	450674	12236139	Biorad HSP3801 384	STN_biohub	170523	170525	Colon	Distal	30_4_M	Multiple	100	Sony Clark	exp5				MACA4_4	
MAA000240	NA	450674	12236139	Biorad HSP3801 385	STN_biohub	170523	170524	Fat	SCAT	30_3_M	Multiple	100	SIM1	exp4				MACA3_5	
MAA000241	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Fat	MAT	30_5_M	Multiple	100	SIM1	exp6			1	MACA3_10	
MAA000242	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Fat	MAT	30_5_M	Multiple	100	SIM1	exp6			2	MACA3_7	
MAA000243	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Fat	BAT	30_5_M	Multiple	100	SIM1	exp6			1	MACA3_6	
MAA000244	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Fat	BAT	30_5_M	Multiple	100	SIM1	exp6			2	MACA3_7	
MAA000245	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Brain	Hippocampus	30_5_M	Microglia	100	SIM1	exp6				MACA2_14	
MAA000246	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Brain	Striatum	30_5_M	Microglia	100	SIM1	exp6				MACA3_6	
MAA000247	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Brain	Cerebellum	30_5_M	Microglia	100	SIM1	exp6				MACA3_7	
MAA000248	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Brain	Cortex	30_5_M	Microglia	100	SIM1	exp6				MACA2_14	
MAA000249	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Marrow	Granulocytes	30_5_M	Sytox-Lin-Gr1hiMac1+	100	Sony Clark	exp6			1	 	
MAA000250	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Marrow	Granulocytes	30_5_M	Sytox-Lin-Gr1loMac1+	100	Sony Clark	exp6			2	MACA3_11	
MAA000251	NA		12236139	Biorad HSP3841	Biohub	170523										Colon?		MACA3_9	
MAA000252	NA		12236139	Biorad HSP3841	Biohub	170523										Colon?		MACA3_9	
MAA000253	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Spleen	NA	30_5_M	PI -	100	Sony Clark	exp6			1	MACA3_8	
MAA000254	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Spleen	NA	30_5_M	PI -	100	Sony Clark	exp6			2	MACA3_8	
MAA000255	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Spleen	NA	30_5_M	PI -	100	Sony Clark	exp6			3	MACA3_7	
MAA000256	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Spleen	NA	30_5_M	PI -	100	Sony Clark	exp6			4	MACA3_7	
MAA000257	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Kidney	NA	30_5_M	PI -	100	Sony Clark	exp6			1	MACA3_7	
MAA000258	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Kidney	NA	30_5_M	PI -	100	Sony Clark	exp6				MACA3_11	
MAA000259	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Kidney	NA	30_5_M	PI -	100	Sony Clark	exp6			3	MACA3_7	
MAA000260	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Kidney	NA	30_5_M	PI -	100	Sony Clark	exp6			4	MACA3_7	
MAA000261	NA		12236139	Biorad HSP3841	Biohub	170526	170526	Colon	Proximal	30_5_M	Multiple	100	Sony Clark	exp6			1	MACA3_10	
MAA000262	NA		12236139	Biorad HSP3841	Biohub	170526	170526	Colon	Proximal	30_5_M	Multiple	100	Sony Clark	exp6			2	MACA3_6	
MAA000263	NA		12236139	Biorad HSP3841	Biohub	170526	170526	Colon	Distal	30_5_M	Multiple	100	Sony Clark	exp6			3	MACA3_6	
MAA000264	NA		12236139	Biorad HSP3841	Biohub	170526	170526	Colon	Distal	30_5_M	Multiple	100	Sony Clark	exp6			4	MACA3_10	
MAA000265	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Lung		30_4_M	Multiple		Aria, Beckman	exp5				MACA2_11	
MAA000266	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Lung		30_5_M	Multiple		Aria, Beckman	exp6				MACA3_6	
MAA000267	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Fat	SCAT	30_4_M	Multiple	100	SIM1	exp5				MACA3_9	
MAA000268	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Fat	BAT	30_4_M	Multiple	100	SIM1	exp5				MACA3_8	
MAA000269	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Fat	BAT	30_3_M	Multiple	100	SIM1	exp4				MACA3_4	
MAA000270	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Fat	BAT	30_3_M	Multiple	100	SIM1	exp4				MACA3_5	
MAA000271	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Fat	MAT	30_3_M	Multiple	100	SIM1	exp4				MACA3_5	
MAA000272	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Fat	MAT	30_3_M	Multiple	100	SIM1	exp4	1-16			MACA3_4	
MAA000273	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Brain	Striatum	30_3_M	Microglia	100	SIM1	exp4	1-14			MACA3_2	
MAA000274	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Brain	Hippocampus	30_3_M	Neurons	130	SIM1	exp4				MACA3_5	
MAA000275	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Brain	Hippocampus	30_3_M	Neurons	130	SIM1	exp4				MACA3_3	
MAA000276	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Brain	Striatum	30_3_M	Neurons	130	SIM1	exp4				MACA2_12	
MAA000277	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Brain	Striatum	30_3_M	Neurons	130	SIM1	exp4				MACA2_11	
MAA000278	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Brain	Cortex	30_3_M	Neurons	130	SIM1	exp4				MACA2_11	
MAA000279	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Brain	Cortex	30_3_M	Neurons	130	SIM1	exp4				MACA2_11	
MAA000280	NA		12236139	Biorad HSP3841	Biohub	170523	170524	Brain	Cerebellum	30_3_M	Neurons	130	SIM1	exp4				MACA2_11	
MAA000281	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Pancreas	Endocrine	30_5_M	Viable	100	Sony Clark	exp6			1	MACA3_10	
MAA000282	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Pancreas	Endocrine	30_5_M	Viable	100	Sony Clark	exp6			2	MACA3_10	
MAA000283	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Pancreas	Endocrine	30_5_M	Viable	100	Sony Clark	exp6			3	MACA3_8	
MAA000284	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Pancreas	Exocrine	30_5_M	Viable	100	Sony Clark	exp6			4	MACA3_7	
MAA000285	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Brain	Cortex	30_5_M	Neurons	130	SIM1	exp6			1	MACA3_11	
MAA000286	NA		12236139	Biorad HSP3841	Biohub	170523	170614	Spleen	NA	1_7_M		100	Sony Clark	exp6			2	MACA2_6	
MAA000287	NA		12236139	Biorad HSP3841	Biohub	170523	170614	Spleen	NA	1_6_M		100	Sony Clark	exp6			1	MACA2_6	
MAA000288	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Brain	Cortex	30_5_M	Neurons	130	SIM1	exp6			2	MACA3_6	
MAA000289	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Spleen	NA	30_4_M	PI -	100	Sony Clark	exp5				MACA4_3	
MAA000290	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Kidney	NA	30_4_M	PI -	100	Sony Clark	exp5				MACA4_3	
MAA000291	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Kidney	NA	30_4_M	PI -	100	Sony Clark	exp5				MACA4_3	
MAA000292	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Kidney	NA	30_4_M	PI -	100	Sony Clark	exp5				MACA4_1	
MAA000293	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Kidney	NA	30_4_M	PI -	100	Sony Clark	exp5				MACA4_1	
MAA000294	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Heart	RV	30_5_M	Viable	100	SIM1	exp6				MACA2_14	
MAA000295	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Heart	LV	30_5_M	Viable	100	SIM1	exp6				MACA2_14	
MAA000296	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Brain	Striatum	30_5_M	Neurons	130	SIM1	exp6			1	MACA3_10	
MAA000297	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Brain	Striatum	30_5_M	Neurons	130	SIM1	exp6			2	MACA3_10	
MAA000298	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Pancreas	Endocrine	30_4_M	Viable	100	Sony Clark	exp5				MACA4_3	
MAA000299	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Pancreas	Endocrine	30_4_M	Viable	100	Sony Clark	exp5				MACA4_3	
MAA000300	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Pancreas	Endocrine	30_4_M	Viable	100	Sony Clark	exp5				MACA4_3	
MAA000301	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Pancreas	Exocrine	30_4_M	Viable	100	Sony Clark	exp5			4	MACA3_10	
MAA000302	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Fat	GAT	30_5_M	Multiple	100	SIM1	exp6			1	MACA3_10	
MAA000303	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Fat	GAT	30_5_M	Multiple	100	SIM1	exp6			2	MACA3_10	
MAA000304	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Fat	SCAT	30_5_M	Multiple	100	SIM1	exp6			1	MACA3_7	
MAA000305	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Fat	SCAT	30_5_M	Multiple	100	SIM1	exp6			2	MACA3_7	
MAA000306	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Marrow	B-cells	30_5_M	Sytox-Ter119-B220+IgM+/-	100	Sony Clark	exp6			1	MACA3_6	
MAA000307	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Marrow	T-cells	30_5_M	Sytox-CD2+CD90mid/hi?	100	Sony Clark	exp6				MACA3_11	
MAA000308	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Marrow	T-cells	30_5_M	Sytox-CD2+CD90mid/hi?	100	Sony Clark	exp6				MACA3_11	
MAA000309	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Marrow	B-cells	30_5_M	Sytox-Ter119-B220+IgM+/-	100	Sony Clark	exp6			2	MACA3_9	
MAA000310	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Hippocampus	30_4_M	Neurons	130	SIM1	exp5				MACA3_13	
MAA000311	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Striatum	30_4_M	Neurons	130	SIM1	exp5				MACA3_13	
MAA000312	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Fat	GAT	30_4_M	Multiple	100	SIM1	exp5				MACA2_11	
MAA000313	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Cerebellum	30_4_M	Neurons	130	SIM1	exp5				MACA3_13	
MAA000314	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Spleen	NA	30_4_M	PI -	100	Sony Clark	exp5				MACA4_3	
MAA000315	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Spleen	NA	30_4_M	PI -	100	Sony Clark	exp5				MACA4_3	
MAA000316	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Spleen	NA	30_4_M	PI -	100	Sony Clark	exp5				MACA4_3	
MAA000317	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Heart	LA	30_5_M	Viable	100	SIM1	exp6				MACA2_14	
MAA000318	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Heart	RA	30_5_M	Viable	100	SIM1	exp6				MACA2_14	
MAA000319	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Heart	Aorta	30_5_M	Viable	100	SIM1	exp6	1-9			MACA2_14	
MAA000320	NA		12236139	Biorad HSP3841	Biohub	170523	170526	Liver		30_5_M	Viable	100	SIM1	exp6				MACA2_14	
MAA000321	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Striatum	30_4_M	Neurons	130	SIM1	exp5				MACA3_8	
MAA000322	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Cerebellum	30_4_M	Neurons	130	SIM1	exp5				MACA3_9	
MAA000323	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Cortex	30_4_M	Neurons	130	SIM1	exp5				MACA3_7	
MAA000324	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Cortex	30_4_M	Neurons	130	SIM1	exp5				MACA3_13	
MAA000325	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Skin		30_4_M	Multiple	100	SIM1	exp5				MACA3_13	
MAA000326	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Skin		30_4_M	Multiple	100	SIM1	exp5				MACA3_8	
MAA000327	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Skin		30_4_M	Multiple	100	SIM1	exp5				MACA3_8	
MAA000328	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Skin		30_4_M	Multiple	100	SIM1	exp5				MACA3_9	
MAA000329	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Hippocampus	30_4_M	Microglia	100	SIM1	exp5				MACA2_11	
MAA000330	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Striatum	30_4_M	Microglia	100	SIM1	exp5				MACA2_11	
MAA000331	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Cerebellum	30_4_M	Microglia	100	SIM1	exp5				MACA2_10	
MAA000332	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Liver		30_4_M	Viable	100	SIM1	exp5				MACA2_10	
MAA000333	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Fat	BAT	30_4_M	Multiple	100	SIM1	exp5				MACA3_8	
MAA000334	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Fat	SCAT	30_4_M	Multiple	100	SIM1	exp5				MACA3_9	
MAA000335	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Hippocampus	30_4_M	Neurons	130	SIM1	exp5				MACA3_8	
MAA000336	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Liver		30_4_M	Viable	100	SIM1	exp5				MACA2_10	
MAA000337	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Brain	Cortex	30_4_M	Microglia	100	SIM1	exp5				MACA2_10	
MAA000338	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Fat	GAT	30_4_M	Multiple	100	SIM1	exp5				MACA2_10	
MAA000339	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Fat	MAT	30_4_M	Multiple	100	SIM1	exp5				MACA3_9	
MAA000340	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Heart	LV	30_4_M	Viable	100	SIM1	exp5				MACA3_9	
MAA000341	NA		12236139	Biorad HSP3841	Biohub	170523	170525	Heart	RV	30_4_M	Viable	100	SIM1	exp5				MACA3_9	
